high-profile|high-profile|adjective|C1|receiving or involving a lot of attention and discussion in the media|/ˌhaɪ ˈprəʊfaɪl/|/ˌhaɪ ˈprəʊfaɪl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hig/high_/high_profile_1_gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hig/high_/high_profile_1_us_1.mp3|<li class="" htag="li"><span class="x">a high-profile campaign</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/high-profile|<li class="" htag="li"><span class="x">một chiến dịch nổi bật</span></li>|nhận được hoặc thu hút được nhiều sự chú ý và thảo luận trên các phương tiện truyền thông
highway|highway|noun|B2+|a main road for travelling long distances, especially one connecting and going through cities and towns|/ˈhaɪweɪ/|/ˈhaɪweɪ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hig/highw/highway__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hig/highw/highway__us_1.mp3|<li class="" htag="li"><span class="x">Plans were being made for the construction of a new interstate highway system.</span></li>;<li class="" htag="li"><span class="x">Highway patrol officers closed the road.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/highway|<li class="" htag="li"><span class="x">Người ta đang lập kế hoạch xây dựng một hệ thống đường cao tốc liên bang mới.</span></li>;<li class="" htag="li"><span class="x">Cảnh sát tuần tra đường bộ đã chặn đường.</span></li>|một con đường chính để đi lại những khoảng cách xa, đặc biệt là con đường kết nối và đi qua các thành phố và thị trấn
hilarious|hilarious|adjective|B2+|extremely funny|/hɪˈleəriəs/|/hɪˈleriəs/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hil/hilar/hilarious__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hil/hilar/hilarious__us_1.mp3|<li class="" htag="li"><span class="x">a hilarious joke/story</span></li>;<li class="" htag="li"><span class="x">Lynn found the whole situation hilarious.</span></li>;<li class="" htag="li"><span class="x">Do you know Pete? He's hilarious.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/hilarious|<li class="" htag="li"><span class="x">một câu chuyện/trò đùa vui nhộn</span></li>;<li class="" htag="li"><span class="x">Lynn thấy toàn bộ tình huống này thật buồn cười.</span></li>;<li class="" htag="li"><span class="x">Bạn có biết Pete không? Anh ấy rất hài hước.</span></li>|cực kỳ buồn cười
hint_1|hint|noun|C1|something that you say or do in an indirect way in order to show somebody what you are thinking|/hɪnt/|/hɪnt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hin/hint_/hint__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hin/hint_/hint__us_1.mp3|<li class="" htag="li"><span class="x">He gave a <span class="cl">broad hint</span> <span class="gloss" hclass="gloss" htag="span">(= one that was obvious)</span> that he was thinking of retiring.</span></li>;<li class="" htag="li"><span class="x">Should I <span class="cl">drop a hint</span> <span class="gloss" hclass="gloss" htag="span">(= give a <a class=""Ref"" href=""https://www.oxfordlearnersdictionaries.com/definition/english/hint_1"" title=""hint definition""><span class=""ndv"">hint</span></a>)</span> to Matt?</span></li>;<li class="" htag="li"><span class="x">He resented any hint that he might be to blame.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/hint_1|<li class="" htag="li"><span class="x">Anh ấy đã đưa ra một <span class="cl">gợi ý chung</span> <span class="gloss" hclass="gloss" htag="span">(= one that was obvious)</span> that he was thinking of retiring.</span></li>;<li class="" htag="li"><span class="x">Tôi có nên <span class="cl">bỏ qua một gợi ý không?</span> <span class="gloss" hclass="gloss" htag="span">(= give a <a class=""Ref"" href=""https://www.oxfordlearnersdictionaries.com/definition/english/hint_1"" title=""hint definition""><span class=""ndv"">hint</span></a>)</span> to Matt?</span></li>;<li class="" htag="li"><span class="x">Ông không thích bất kỳ lời ám chỉ nào cho rằng ông có thể là người đáng trách.</span></li>|điều gì đó bạn nói hoặc làm một cách gián tiếp để cho ai đó thấy bạn đang nghĩ gì
hint_2|hint|verb|C1|to suggest something in an indirect way|/hɪnt/|/hɪnt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hin/hint_/hint__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hin/hint_/hint__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">hint at something</span> <span class="x">What are you hinting at?</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">hint (that)…</span> <span class="x">They hinted (that) there might be more job losses.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">+ speech</span> <span class="x">‘I might know something about it,’ he hinted.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/hint_2|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">hint at something</span> <span class="x">Bạn đang ám chỉ điều gì vậy?</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">hint (that)…</span> <span class="x">Họ ám chỉ rằng có thể sẽ có thêm nhiều việc làm bị mất đi.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">+ speech</span> <span class="x">""Có thể tôi biết đôi điều về chuyện đó"", anh ta bóng gió.</span></li>|gợi ý điều gì đó một cách gián tiếp
hip_1|hip|noun|B2+|the area at either side of the body between the top of the leg and the middle part of the body; the joint at the top of the leg that connects it with the top part of the body|/hɪp/|/hɪp/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hip/hip__/hip__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hip/hip__/hip__us_1.mp3|<li class="" htag="li"><span class="x">She stood with her hands on her hips.</span></li>;<li class="" htag="li"><span class="x">These jeans are too tight around the hips.</span></li>;<li class="" htag="li"><span class="x">a hip replacement operation</span></li>;<li class="" htag="li"><span class="x">the hip bone</span></li>;<li class="" htag="li"><span class="x">She broke her hip in the fall.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/hip_1|<li class="" htag="li"><span class="x">Cô ấy đứng với hai tay chống nạnh.</span></li>;<li class="" htag="li"><span class="x">Chiếc quần jeans này quá chật ở phần hông.</span></li>;<li class="" htag="li"><span class="x">một ca phẫu thuật thay khớp háng</span></li>;<li class="" htag="li"><span class="x">xương hông</span></li>;<li class="" htag="li"><span class="x">Cô ấy bị gãy hông khi ngã.</span></li>|khu vực ở hai bên cơ thể giữa phần trên của chân và phần giữa của cơ thể; khớp ở phần trên của chân nối chân với phần trên của cơ thể
historian|historian|noun|B2+|a person who studies or writes about history; an expert in history|/hɪˈstɔːriən/|/hɪˈstɔːriən/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/his/histo/historian__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/his/histo/historian__us_1.mp3|<li class="" htag="li"><span class="x">No serious historian today accepts this theory.</span></li>;<li class="" htag="li"><span class="x">Revisionist historians have questioned the accepted version of events.</span></li>;<li class="" htag="li"><span class="x">She is a writer as well as a distinguished modern historian.</span></li>;<li class="" htag="li"><span class="x">The oldest tradition goes back to the contemporary historian John Foxe.</span></li>;<li class="" htag="li"><span class="x">What will future historians make of the late 20th century?</span></li>;<li class="" htag="li"><span class="x">a talk given by an eminent social historian</span></li>;<li class="" htag="li"><span class="x">the official historian of the Labour Party</span></li>;<li class="" htag="li"><span class="x">the official historian of the United States Army</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/historian|<li class="" htag="li"><span class="x">Không có nhà sử học nghiêm túc nào ngày nay chấp nhận lý thuyết này.</span></li>;<li class="" htag="li"><span class="x">Các nhà sử học theo chủ nghĩa xét lại đã đặt câu hỏi về phiên bản sự kiện được chấp nhận.</span></li>;<li class="" htag="li"><span class="x">Bà là một nhà văn cũng như một nhà sử học hiện đại lỗi lạc.</span></li>;<li class="" htag="li"><span class="x">Truyền thống lâu đời nhất có từ thời nhà sử học đương đại John Foxe.</span></li>;<li class="" htag="li"><span class="x">Các nhà sử học tương lai sẽ nghĩ gì về cuối thế kỷ 20?</span></li>;<li class="" htag="li"><span class="x">một bài nói chuyện được đưa ra bởi một nhà sử học xã hội lỗi lạc</span></li>;<li class="" htag="li"><span class="x">nhà sử học chính thức của Đảng Lao động</span></li>;<li class="" htag="li"><span class="x">nhà sử học chính thức của Quân đội Hoa Kỳ</span></li>|một người nghiên cứu hoặc viết về lịch sử; một chuyên gia về lịch sử
homeland|homeland|noun|C1|the country where a person was born|/ˈhəʊmlænd/|/ˈhəʊmlænd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hom/homel/homeland__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hom/homel/homeland__us_1.mp3|<li class="" htag="li"><span class="x">Many refugees have been forced to flee their homeland.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/homeland|<li class="" htag="li"><span class="x">Nhiều người tị nạn đã buộc phải rời bỏ quê hương.</span></li>|đất nước nơi một người được sinh ra
homeless|homeless|adjective|B2+|having no home, and therefore typically living on the streets|/ˈhəʊmləs/|/ˈhəʊmləs/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hom/homel/homeless__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hom/homel/homeless__us_1.mp3|<li class="" htag="li"><span class="x">The scheme has been set up to help homeless people.</span></li>;<li class="" htag="li"><span class="x">The local authority ruled that he had made himself intentionally homeless and was therefore not entitled to be rehoused.</span></li>;<li class="" htag="li"><span class="x">Three hundred people were left homeless by the earthquake.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/homeless|<li class="" htag="li"><span class="x">Chương trình này được thành lập nhằm giúp đỡ những người vô gia cư.</span></li>;<li class="" htag="li"><span class="x">Chính quyền địa phương phán quyết rằng ông đã cố tình trở thành người vô gia cư và do đó không có quyền được tái định cư.</span></li>;<li class="" htag="li"><span class="x">Ba trăm người đã mất nhà cửa vì trận động đất.</span></li>|không có nhà, và do đó thường sống trên đường phố
honesty|honesty|noun|B2+|the quality of being honest|/ˈɒnəsti/|/ˈɑːnəsti/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hon/hones/honesty__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hon/hones/honesty__us_1.mp3|<li class="" htag="li"><span class="x">She answered all my questions with her usual honesty.</span></li>;<li class="" htag="li"><span class="x">His honesty is not in question.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/honesty|<li class="" htag="li"><span class="x">Cô ấy trả lời mọi câu hỏi của tôi với sự trung thực thường thấy.</span></li>;<li class="" htag="li"><span class="x">Sự trung thực của ông không còn phải bàn cãi nữa.</span></li>|chất lượng của sự trung thực
hook_1|hook|noun|B2+|a curved piece of metal, plastic or wire for hanging things on, catching fish with, etc.|/hʊk/|/hʊk/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hoo/hook_/hook__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hoo/hook_/hook__us_1.mp3|<li class="" htag="li"><span class="x">a <span class="cl">picture/curtain/coat hook</span></span></li>;<li class="" htag="li"><span class="x">a fish hook</span></li>;<li class="" htag="li"><span class="x">Hang your towel <span class="cl">on the hook</span>.</span></li>;<li class="" htag="li"><span class="x">The key was hanging from a hook.</span></li>;<li class="" htag="li"><span class="x">Your coat’s hanging on a hook behind the door.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/hook_1|<li class="" htag="li"><span class="x">một <span class="cl">móc treo tranh/rèm cửa/móc áo</span></span></li>;<li class="" htag="li"><span class="x">một cái móc câu</span></li>;<li class="" htag="li"><span class="x">Treo khăn của bạn <span class="cl">trên móc</span>.</span></li>;<li class="" htag="li"><span class="x">Chiếc chìa khóa được treo trên móc.</span></li>;<li class="" htag="li"><span class="x">Áo khoác của bạn được treo trên móc sau cánh cửa.</span></li>|một miếng kim loại, nhựa hoặc dây cong để treo đồ, bắt cá, v.v.
